iter	Passed	Remaining
1667	6166	3075
1668	6169	3072
1669	6173	3068
1670	6176	3064
1671	6180	3060
1672	6183	3056
1673	6187	3052
1674	6190	3048
1675	6193	3045
1676	6197	3041
1677	6200	3037
1678	6204	3033
1679	6207	3029
1680	6212	3026
1681	6216	3023
1682	6220	3019
1683	6224	3015
1684	6227	3012
1685	6231	3008
1686	6234	3004
1687	6238	3000
1688	6241	2996
1689	6246	2993
1690	6249	2989
1691	6252	2985
1692	6255	2982
1693	6259	2978
1694	6263	2974
1695	6266	2970
1696	6269	2966
1697	6273	2963
1698	6277	2959
1699	6280	2955
1700	6284	2951
1701	6287	2947
1702	6290	2944
1703	6294	2940
1704	6298	2936
1705	6301	2932
1706	6304	2929
1707	6308	2925
1708	6312	2921
1709	6315	2917
1710	6318	2913
1711	6322	2910
1712	6326	2906
1713	6330	2903
1714	6334	2899
1715	6337	2895
1716	6341	2891
1717	6344	2888
1718	6348	2884
1719	6351	2880
1720	6354	2876
1721	6358	2872
1722	6362	2869
1723	6365	2865
1724	6369	2861
1725	6372	2857
1726	6376	2854
1727	6379	2850
1728	6383	2846
1729	6386	2842
1730	6390	2838
1731	6393	2835
1732	6397	2831
1733	6400	2827
1734	6404	2823
1735	6408	2820
1736	6411	2816
1737	6415	2812
1738	6418	2808
1739	6421	2804
1740	6426	2801
1741	6430	2798
1742	6433	2794
1743	6437	2790
1744	6441	2786
1745	6444	2783
1746	6447	2779
1747	6451	2775
1748	6455	2771
1749	6459	2768
1750	6463	2764
1751	6466	2760
1752	6469	2756
1753	6473	2753
1754	6477	2749
1755	6480	2745
1756	6483	2741
1757	6487	2738
1758	6491	2734
1759	6494	2730
1760	6497	2726
1761	6501	2722
1762	6505	2719
1763	6508	2715
1764	6512	2711
1765	6515	2707
1766	6519	2704
1767	6523	2700
1768	6527	2697
1769	6530	2693
1770	6534	2689
1771	6538	2686
1772	6541	2682
1773	6545	2678
1774	6549	2675
1775	6553	2671
1776	6556	2667
1777	6560	2663
1778	6563	2660
1779	6566	2656
1780	6570	2652
1781	6574	2648
1782	6577	2645
1783	6580	2641
1784	6584	2637
1785	6588	2633
1786	6591	2629
1787	6595	2626
1788	6599	2622
1789	6603	2619
1790	6606	2615
1791	6610	2611
1792	6613	2607
1793	6618	2604
1794	6621	2600
1795	6625	2596
1796	6628	2593
1797	6631	2589
1798	6635	2585
1799	6640	2582
1800	6643	2578
1801	6646	2574
1802	6651	2571
1803	6654	2567
1804	6658	2563
1805	6661	2559
1806	6666	2556
1807	6671	2553
1808	6675	2549
1809	6678	2545
1810	6682	2542
1811	6686	2538
1812	6689	2534
1813	6692	2530
1814	6695	2527
1815	6700	2523
1816	6703	2519
1817	6706	2515
1818	6710	2512
1819	6713	2508
1820	6717	2504
1821	6720	2500
1822	6724	2497
1823	6727	2493
1824	6731	2489
1825	6736	2486
1826	6739	2482
1827	6742	2478
1828	6746	2475
1829	6750	2471
1830	6753	2467
1831	6757	2463
1832	6760	2460
1833	6764	2456
1834	6767	2452
1835	6771	2448
1836	6774	2445
1837	6778	2441
1838	6781	2437
1839	6785	2433
1840	6788	2429
1841	6791	2426
1842	6795	2422
1843	6799	2418
1844	6802	2414
1845	6805	2411
1846	6809	2407
1847	6813	2404
1848	6817	2400
1849	6820	2396
1850	6824	2392
1851	6828	2389
1852	6832	2385
1853	6836	2382
1854	6839	2378
1855	6843	2374
1856	6846	2370
1857	6850	2366
1858	6853	2363
1859	6856	2359
1860	6860	2355
1861	6864	2351
1862	6867	2348
1863	6871	2344
1864	6874	2340
1865	6878	2337
1866	6881	2333
1867	6885	2329
1868	6888	2325
1869	6891	2321
1870	6895	2318
1871	6898	2314
1872	6902	2310
1873	6905	2306
1874	6909	2303
1875	6912	2299
1876	6916	2295
1877	6919	2291
1878	6922	2287
1879	6926	2284
1880	6930	2280
1881	6933	2276
1882	6936	2272
1883	6940	2269
1884	6944	2265
1885	6948	2262
1886	6952	2258
1887	6955	2254
1888	6959	2251
1889	6962	2247
1890	6965	2243
1891	6969	2239
1892	6972	2235
1893	6976	2232
1894	6979	2228
1895	6982	2224
1896	6986	2220
1897	6990	2217
1898	6994	2213
1899	6998	2210
1900	7001	2206
1901	7005	2202
1902	7009	2199
1903	7013	2195
1904	7017	2191
1905	7021	2188
1906	7025	2184
1907	7028	2180
1908	7031	2176
1909	7034	2173
1910	7039	2169
1911	7043	2166
1912	7046	2162
1913	7050	2158
1914	7053	2154
1915	7057	2151
1916	7060	2147
1917	7063	2143
1918	7067	2139
1919	7071	2136
1920	7074	2132
1921	7078	2128
1922	7081	2124
1923	7084	2120
1924	7088	2117
1925	7092	2113
1926	7095	2109
1927	7098	2106
1928	7102	2102
1929	7106	2098
1930	7109	2094
1931	7113	2091
1932	7116	2087
1933	7120	2083
1934	7124	2080
1935	7127	2076
1936	7130	2072
1937	7135	2069
1938	7139	2065
1939	7143	2061
1940	7146	2058
1941	7150	2054
1942	7154	2050
1943	7158	2047
1944	7161	2043
1945	7164	2039
1946	7169	2036
1947	7172	2032
1948	7175	2028
1949	7179	2024
1950	7182	2021
1951	7186	2017
1952	7189	2013
1953	7193	2009
1954	7196	2006
1955	7200	2002
1956	7203	1998
1957	7207	1995
1958	7210	1991
1959	7213	1987
1960	7217	1983
1961	7221	1980
1962	7224	1976
1963	7227	1972
1964	7231	1968
1965	7235	1965
1966	7238	1961
1967	7241	1957
1968	7245	1953
1969	7249	1950
1970	7253	1946
1971	7257	1943
1972	7260	1939
1973	7264	1935
1974	7267	1931
1975	7271	1928
1976	7274	1924
1977	7277	1920
1978	7281	1917
1979	7285	1913
1980	7289	1909
1981	7293	1906
1982	7296	1902
1983	7300	1898
1984	7304	1895
1985	7307	1891
1986	7310	1887
1987	7314	1883
1988	7318	1880
1989	7321	1876
1990	7324	1872
1991	7327	1868
1992	7332	1865
1993	7335	1861
1994	7338	1857
1995	7341	1853
1996	7345	1850
1997	7349	1846
1998	7353	1843
1999	7356	1839
2000	7360	1835
2001	7364	1831
2002	7367	1828
2003	7370	1824
2004	7374	1820
2005	7378	1816
2006	7382	1813
2007	7386	1809
2008	7389	1805
2009	7392	1802
2010	7396	1798
2011	7400	1794
2012	7403	1791
2013	7406	1787
2014	7410	1783
2015	7414	1779
2016	7417	1776
2017	7420	1772
2018	7425	1768
2019	7428	1765
2020	7432	1761
2021	7435	1757
2022	7439	1754
2023	7443	1750
2024	7447	1746
2025	7451	1743
2026	7454	1739
2027	7457	1735
2028	7461	1732
2029	7465	1728
2030	7468	1724
2031	7472	1720
2032	7476	1717
2033	7479	1713
2034	7482	1709
2035	7486	1706
2036	7489	1702
2037	7493	1698
2038	7496	1694
2039	7500	1691
2040	7503	1687
2041	7507	1683
2042	7511	1680
2043	7515	1676
2044	7519	1672
2045	7523	1669
2046	7528	1665
2047	7531	1662
2048	7535	1658
2049	7540	1655
2050	7543	1651
2051	7546	1647
2052	7550	1643
2053	7553	1640
2054	7557	1636
2055	7561	1632
2056	7564	1629
2057	7568	1625
2058	7571	1621
2059	7575	1618
2060	7578	1614
2061	7582	1610
2062	7585	1606
2063	7589	1603
2064	7593	1599
2065	7596	1595
2066	7599	1591
2067	7603	1588
2068	7607	1584
2069	7610	1580
2070	7613	1577
2071	7616	1573
2072	7620	1569
2073	7624	1566
2074	7627	1562
2075	7630	1558
2076	7634	1554
2077	7638	1551
2078	7642	1547
2079	7646	1544
2080	7650	1540
2081	7654	1536
2082	7658	1533
2083	7662	1529
2084	7666	1525
2085	7670	1522
2086	7673	1518
2087	7677	1514
2088	7680	1511
2089	7683	1507
2090	7687	1503
2091	7691	1500
2092	7694	1496
2093	7698	1492
2094	7701	1488
2095	7705	1485
2096	7708	1481
2097	7711	1477
2098	7715	1473
2099	7719	1470
2100	7722	1466
2101	7726	1462
2102	7729	1459
2103	7732	1455
2104	7736	1451
2105	7739	1448
2106	7742	1444
2107	7746	1440
2108	7750	1436
2109	7754	1433
2110	7758	1429
2111	7761	1425
2112	7766	1422
2113	7770	1418
2114	7773	1414
2115	7776	1411
2116	7780	1407
2117	7784	1403
2118	7787	1400
2119	7791	1396
2120	7794	1392
2121	7798	1389
2122	7801	1385
2123	7805	1381
2124	7808	1377
2125	7811	1374
2126	7815	1370
2127	7818	1366
2128	7822	1363
2129	7825	1359
2130	7828	1355
2131	7833	1352
2132	7836	1348
2133	7840	1344
2134	7843	1340
2135	7847	1337
2136	7850	1333
2137	7854	1329
2138	7857	1326
2139	7860	1322
2140	7864	1318
2141	7868	1315
2142	7872	1311
2143	7875	1307
2144	7879	1304
2145	7883	1300
2146	7886	1296
2147	7889	1292
2148	7893	1289
2149	7897	1285
2150	7900	1281
2151	7904	1278
2152	7907	1274
2153	7911	1270
2154	7915	1267
2155	7918	1263
2156	7921	1259
2157	7925	1255
2158	7929	1252
2159	7932	1248
2160	7936	1244
2161	7939	1241
2162	7942	1237
2163	7946	1233
2164	7949	1230
2165	7953	1226
2166	7956	1222
2167	7959	1218
2168	7964	1215
2169	7967	1211
2170	7971	1207
2171	7974	1204
2172	7978	1200
2173	7981	1196
2174	7985	1193
2175	7988	1189
2176	7992	1185
2177	7995	1182
2178	7999	1178
2179	8002	1174
2180	8005	1170
2181	8009	1167
2182	8013	1163
2183	8016	1159
2184	8019	1156
2185	8023	1152
2186	8027	1148
2187	8030	1145
2188	8033	1141
2189	8037	1137
2190	8041	1134
2191	8044	1130
2192	8048	1126
2193	8051	1122
2194	8054	1119
2195	8058	1115
2196	8062	1111
2197	8065	1108
2198	8069	1104
2199	8072	1100
2200	8076	1097
2201	8080	1093
2202	8084	1089
2203	8087	1086
2204	8091	1082
2205	8095	1078
2206	8098	1075
2207	8102	1071
2208	8107	1068
2209	8111	1064
2210	8115	1060
2211	8119	1057
2212	8129	1054
2213	8134	1050
2214	8138	1047
2215	8143	1043
2216	8148	1040
2217	8152	1036
2218	8156	1032
2219	8160	1029
2220	8164	1025
2221	8168	1021
2222	8172	1018
2223	8176	1014
2224	8180	1011
2225	8184	1007
2226	8188	1003
2227	8192	1000
2228	8195	996
2229	8198	992
2230	8203	989
2231	8206	985
2232	8209	981
2233	8213	977
2234	8216	974
2235	8220	970
2236	8223	966
2237	8227	963
2238	8230	959
2239	8233	955
2240	8237	952
2241	8241	948
2242	8244	944
2243	8247	940
2244	8251	937
2245	8255	933
2246	8258	929
2247	8262	926
2248	8265	922
2249	8270	918
2250	8274	915
2251	8277	911
2252	8281	907
2253	8285	904
2254	8288	900
2255	8291	896
2256	8295	893
2257	8300	889
2258	8304	885
2259	8308	882
2260	8311	878
2261	8314	874
2262	8318	871
2263	8322	867
2264	8325	863
2265	8328	860
2266	8332	856
2267	8335	852
2268	8339	849
2269	8342	845
2270	8345	841
2271	8349	837
2272	8353	834
2273	8356	830
2274	8359	826
2275	8362	823
2276	8366	819
2277	8370	815
2278	8373	812
2279	8376	808
2280	8380	804
2281	8385	801
2282	8389	797
2283	8392	793
2284	8397	790
2285	8401	786
2286	8404	782
2287	8408	779
2288	8411	775
2289	8415	771
2290	8418	768
2291	8422	764
2292	8425	760
2293	8429	756
2294	8432	753
2295	8436	749
2296	8439	745
2297	8442	742
2298	8447	738
2299	8450	734
2300	8453	731
2301	8457	727
2302	8460	723
2303	8464	720
2304	8468	716
2305	8471	712
2306	8475	709
2307	8479	705
2308	8483	701
2309	8486	698
2310	8490	694
2311	8493	690
2312	8497	687
2313	8500	683
2314	8504	679
2315	8507	675
2316	8511	672
2317	8515	668
2318	8518	664
2319	8521	661
2320	8526	657
2321	8529	653
2322	8533	650
2323	8536	646
2324	8540	642
2325	8545	639
2326	8548	635
2327	8551	631
2328	8554	628
2329	8558	624
2330	8562	620
2331	8565	617
2332	8568	613
2333	8572	609
2334	8576	606
2335	8579	602
2336	8583	598
2337	8586	594
2338	8589	591
2339	8593	587
2340	8597	583
2341	8601	580
2342	8604	576
2343	8609	572
2344	8614	569
2345	8618	565
2346	8622	562
2347	8626	558
2348	8630	554
2349	8633	551
2350	8636	547
2351	8640	543
2352	8643	540
2353	8647	536
2354	8650	532
2355	8654	528
2356	8657	525
2357	8661	521
2358	8665	517
2359	8668	514
2360	8672	510
2361	8676	506
2362	8679	503
2363	8682	499
2364	8686	495
2365	8690	492
2366	8694	488
2367	8697	484
2368	8701	481
2369	8705	477
2370	8708	473
2371	8712	470
2372	8715	466
2373	8718	462
2374	8722	459
2375	8726	455
2376	8729	451
2377	8732	448
2378	8736	444
2379	8740	440
2380	8743	436
2381	8746	433
2382	8750	429
2383	8754	425
2384	8757	422
2385	8760	418
2386	8764	414
2387	8768	411
2388	8771	407
2389	8775	403
2390	8778	400
2391	8782	396
2392	8786	392
2393	8790	389
2394	8793	385
2395	8796	381
2396	8800	378
2397	8804	374
2398	8808	370
2399	8811	367
2400	8815	363
2401	8818	359
2402	8822	356
2403	8825	352
2404	8828	348
2405	8833	345
2406	8836	341
2407	8839	337
2408	8843	334
2409	8846	330
2410	8850	326
2411	8853	323
2412	8857	319
2413	8860	315
2414	8864	311
2415	8867	308
2416	8871	304
2417	8874	300
2418	8877	297
2419	8882	293
2420	8885	289
2421	8888	286
2422	8892	282
2423	8895	278
2424	8899	275
2425	8903	271
2426	8907	267
2427	8910	264
2428	8914	260
2429	8917	256
2430	8922	253
2431	8926	249
2432	8930	245
2433	8934	242
2434	8937	238
2435	8940	234
2436	8944	231
2437	8947	227
2438	8951	223
2439	8954	220
2440	8958	216
2441	8962	212
2442	8965	209
2443	8969	205
2444	8972	201
2445	8975	198
2446	8979	194
2447	8983	190
2448	8986	187
2449	8990	183
2450	8994	179
2451	8998	176
2452	9001	172
2453	9005	168
2454	9008	165
2455	9012	161
2456	9015	157
2457	9019	154
2458	9022	150
2459	9027	146
2460	9030	143
2461	9034	139
2462	9037	135
2463	9040	132
2464	9044	128
2465	9048	124
2466	9051	121
2467	9055	117
2468	9059	113
2469	9062	110
2470	9066	106
2471	9069	102
2472	9073	99
2473	9076	95
2474	9080	91
2475	9083	88
2476	9086	84
2477	9090	80
2478	9095	77
2479	9098	73
2480	9101	69
2481	9105	66
2482	9109	62
2483	9112	58
2484	9115	55
2485	9119	51
2486	9123	47
2487	9126	44
2488	9129	40
2489	9133	36
2490	9136	33
2491	9140	29
2492	9144	25
2493	9148	22
2494	9152	18
2495	9157	14
2496	9160	11
2497	9163	7
2498	9167	3
2499	9170	0
