iter	RMSE
1665	3.265189451
1666	3.263532916
1667	3.262579662
1668	3.260877304
1669	3.260218514
1670	3.259799991
1671	3.259584589
1672	3.258823916
1673	3.257174579
1674	3.255996099
1675	3.254895012
1676	3.253994382
1677	3.252809667
1678	3.251020431
1679	3.249309875
1680	3.249101821
1681	3.247860384
1682	3.247122311
1683	3.245878605
1684	3.244672546
1685	3.244130799
1686	3.242788764
1687	3.241963201
1688	3.241177923
1689	3.240160259
1690	3.240095423
1691	3.239270076
1692	3.237548986
1693	3.237007373
1694	3.235847404
1695	3.234801962
1696	3.233734446
1697	3.232005897
1698	3.230413769
1699	3.230055232
1700	3.229112361
1701	3.228194027
1702	3.227115668
1703	3.226325586
1704	3.225749073
1705	3.224465667
1706	3.222555633
1707	3.221067655
1708	3.220543321
1709	3.219344715
1710	3.21822665
1711	3.216960025
1712	3.216033752
1713	3.214074318
1714	3.212451844
1715	3.211925303
1716	3.211341004
1717	3.210829075
1718	3.209870398
1719	3.209513857
1720	3.20947508
1721	3.208472653
1722	3.207493826
1723	3.206045467
1724	3.204821011
1725	3.203493302
1726	3.202128752
1727	3.201375966
1728	3.20083568
1729	3.199473861
1730	3.197871758
1731	3.196474211
1732	3.195181621
1733	3.194543857
1734	3.193647707
1735	3.191846076
1736	3.190976426
1737	3.1898694
1738	3.188947162
1739	3.187284142
1740	3.186041683
1741	3.186013235
1742	3.184923722
1743	3.183677222
1744	3.182697444
1745	3.181426184
1746	3.181065462
1747	3.180503342
1748	3.178909346
1749	3.177478213
1750	3.176638037
1751	3.175629795
1752	3.175314071
1753	3.174989113
1754	3.173460456
1755	3.172312295
1756	3.170111284
1757	3.169365686
1758	3.168476515
1759	3.167142869
1760	3.166350438
1761	3.164803737
1762	3.163658398
1763	3.162503819
1764	3.16121818
1765	3.15991629
1766	3.159512172
1767	3.158465503
1768	3.157079007
1769	3.156657033
1770	3.154944971
1771	3.154548608
1772	3.153903403
1773	3.153070143
1774	3.151239564
1775	3.150732392
1776	3.149364094
1777	3.148437477
1778	3.147374261
1779	3.14631993
1780	3.143921277
1781	3.142765285
1782	3.14123524
1783	3.140834412
1784	3.140135426
1785	3.1388115
1786	3.138538591
1787	3.137072124
1788	3.136073442
1789	3.135146903
1790	3.134218237
1791	3.133434314
1792	3.132085453
1793	3.130246907
1794	3.128930604
1795	3.128388002
1796	3.127799756
1797	3.125701428
1798	3.125557497
1799	3.123778892
1800	3.12304358
1801	3.122412137
1802	3.120645209
1803	3.119740577
1804	3.118705987
1805	3.118360707
1806	3.116800352
1807	3.115864744
1808	3.114645836
1809	3.114120552
1810	3.113204689
1811	3.111072049
1812	3.109578056
1813	3.109061088
1814	3.108115487
1815	3.106875694
1816	3.106358071
1817	3.105247276
1818	3.103340753
1819	3.102971623
1820	3.102184789
1821	3.101868867
1822	3.101572612
1823	3.10050613
1824	3.100137133
1825	3.098804047
1826	3.097314035
1827	3.096449809
1828	3.094513468
1829	3.093633869
1830	3.09209095
1831	3.091385931
1832	3.089852647
1833	3.089619888
1834	3.0884984
1835	3.087618242
1836	3.085883246
1837	3.084830222
1838	3.084133192
1839	3.082886966
1840	3.082537644
1841	3.081637206
1842	3.080869471
1843	3.07927794
1844	3.079219647
1845	3.077568405
1846	3.076417687
1847	3.075344367
1848	3.074164832
1849	3.073086527
1850	3.070559173
1851	3.070182025
1852	3.069201318
1853	3.068159047
1854	3.067824366
1855	3.067037485
1856	3.065555834
1857	3.065250843
1858	3.063874064
1859	3.063556423
1860	3.06238742
1861	3.061429963
1862	3.060863113
1863	3.059854414
1864	3.05860327
1865	3.056779261
1866	3.056746096
1867	3.055259339
1868	3.054215945
1869	3.053766889
1870	3.053203008
1871	3.051570222
1872	3.050373846
1873	3.04944931
1874	3.048538351
1875	3.048499713
1876	3.047341323
1877	3.045953443
1878	3.044442798
1879	3.042670962
1880	3.041935527
1881	3.04092845
1882	3.040890812
1883	3.040045812
1884	3.038704175
1885	3.037243309
1886	3.035830087
1887	3.035061922
1888	3.034052167
1889	3.033936185
1890	3.033802363
1891	3.033205277
1892	3.03220321
1893	3.031332945
1894	3.03025235
1895	3.029176491
1896	3.027769602
1897	3.027465045
1898	3.026699475
1899	3.026452713
1900	3.025494154
1901	3.025364224
1902	3.025076615
1903	3.024806978
1904	3.024558893
1905	3.022473854
1906	3.021803931
1907	3.020991277
1908	3.020662484
1909	3.020002303
1910	3.018857959
1911	3.017472561
1912	3.016373207
1913	3.01518783
1914	3.014288955
1915	3.013327196
1916	3.012761007
1917	3.012712922
1918	3.011974514
1919	3.010811056
1920	3.010046653
1921	3.008395944
1922	3.006926975
1923	3.005375149
1924	3.003945393
1925	3.002451
1926	3.001695229
1927	3.000551184
1928	2.999128091
1929	2.998038979
1930	2.997253252
1931	2.995826172
1932	2.995533114
1933	2.994040854
1934	2.992877289
1935	2.991734686
1936	2.990408854
1937	2.98908479
1938	2.988487465
1939	2.986911537
1940	2.985910286
1941	2.985225978
1942	2.98422568
1943	2.982110745
1944	2.981802791
1945	2.980694431
1946	2.980069264
1947	2.978734239
1948	2.977195666
1949	2.976259209
1950	2.975218231
1951	2.973985631
1952	2.972804267
1953	2.971659593
1954	2.970975226
1955	2.969468586
1956	2.968335043
1957	2.968287159
1958	2.96655855
1959	2.965900399
1960	2.963762589
1961	2.962544806
1962	2.961583365
1963	2.961546621
1964	2.959578117
1965	2.95861096
1966	2.958350605
1967	2.957116623
1968	2.956255048
1969	2.956008865
1970	2.954797566
1971	2.954397442
1972	2.953634917
1973	2.953364092
1974	2.952151846
1975	2.950496972
1976	2.949988606
1977	2.949963448
1978	2.949180442
1979	2.949150825
1980	2.948277399
1981	2.947897606
1982	2.946903099
1983	2.945380867
1984	2.944841191
1985	2.944090219
1986	2.943786956
1987	2.942420591
1988	2.941963968
1989	2.94082391
1990	2.939641625
1991	2.939526529
1992	2.938626708
1993	2.938365523
1994	2.936996407
1995	2.936525764
1996	2.936172768
1997	2.935942255
1998	2.935414584
1999	2.934889777
2000	2.933880133
2001	2.932501941
2002	2.931322517
2003	2.930362633
2004	2.929093264
2005	2.92869191
2006	2.927777948
2007	2.92677401
2008	2.925553338
2009	2.925138542
2010	2.924492155
2011	2.923274117
2012	2.923246727
2013	2.922590404
2014	2.922004802
2015	2.921813327
2016	2.919915309
2017	2.919173061
2018	2.917500638
2019	2.917379394
2020	2.91685833
2021	2.915550993
2022	2.914942587
2023	2.913591769
2024	2.912661335
2025	2.912635003
2026	2.912593616
2027	2.91216076
2028	2.911859632
2029	2.910068639
2030	2.90861915
2031	2.906832291
2032	2.905940208
2033	2.905562137
2034	2.904851372
2035	2.904609571
2036	2.903614909
2037	2.902578276
2038	2.901409028
2039	2.89991751
2040	2.898644579
2041	2.897371934
2042	2.896187589
2043	2.895355764
2044	2.894625013
2045	2.893664427
2046	2.893075761
2047	2.893054444
2048	2.893012144
2049	2.892166954
2050	2.891942616
2051	2.891180502
2052	2.890261084
2053	2.890223157
2054	2.889041451
2055	2.889016487
2056	2.887776991
2057	2.887002206
2058	2.885888056
2059	2.88481323
2060	2.884170092
2061	2.883923744
2062	2.88292027
2063	2.881551805
2064	2.880150901
2065	2.88012909
2066	2.879468635
2067	2.878902745
2068	2.878804753
2069	2.877742956
2070	2.877381919
2071	2.876469095
2072	2.875548886
2073	2.874578979
2074	2.874554565
2075	2.872327126
2076	2.871217894
2077	2.87118545
2078	2.871164714
2079	2.870954335
2080	2.870598756
2081	2.87023997
2082	2.869696041
2083	2.868734146
2084	2.867536838
2085	2.86661586
2086	2.864441778
2087	2.863484933
2088	2.862258432
2089	2.861053424
2090	2.859651156
2091	2.859337715
2092	2.858062476
2093	2.856978609
2094	2.8569555
2095	2.855942215
2096	2.855663227
2097	2.854622321
2098	2.853743755
2099	2.853039229
2100	2.851919913
2101	2.851586455
2102	2.850913062
2103	2.849635429
2104	2.849293618
2105	2.848889228
2106	2.848858395
2107	2.848831176
2108	2.84725793
2109	2.847057198
2110	2.847048656
2111	2.846443238
2112	2.845566619
2113	2.844827949
2114	2.843739762
2115	2.842469028
2116	2.841617809
2117	2.840446125
2118	2.839626191
2119	2.838667605
2120	2.837806986
2121	2.837574127
2122	2.83670656
2123	2.836405086
2124	2.836374641
2125	2.835761873
2126	2.835201878
2127	2.834997252
2128	2.834554042
2129	2.833459183
2130	2.833151554
2131	2.832749592
2132	2.831914253
2133	2.830723232
2134	2.830376572
2135	2.830058128
2136	2.829279631
2137	2.8285422
2138	2.827338018
2139	2.825587382
2140	2.825077302
2141	2.824844125
2142	2.824562015
2143	2.824194586
2144	2.823975192
2145	2.823956996
2146	2.822229928
2147	2.821294966
2148	2.820358318
2149	2.819940307
2150	2.819622198
2151	2.818402776
2152	2.817363978
2153	2.816544069
2154	2.815616584
2155	2.81494711
2156	2.814563678
2157	2.813417102
2158	2.812966603
2159	2.811612538
2160	2.810573704
2161	2.810101206
2162	2.809017695
2163	2.808999165
2164	2.80884955
2165	2.80779543
2166	2.806778559
2167	2.806761696
2168	2.80579479
2169	2.805290174
2170	2.804104084
2171	2.802939653
2172	2.802572856
2173	2.802245978
2174	2.802078821
2175	2.801705875
2176	2.801478564
2177	2.800085239
2178	2.799826579
2179	2.799795738
2180	2.79868437
2181	2.79741791
2182	2.797122749
2183	2.796849724
2184	2.796038651
2185	2.795708234
2186	2.79439955
2187	2.793671752
2188	2.793615395
2189	2.793373826
2190	2.792848674
2191	2.791660153
2192	2.790152068
2193	2.789144711
2194	2.789118094
2195	2.78885292
2196	2.787606304
2197	2.787138144
2198	2.785599757
2199	2.784925927
2200	2.784716207
2201	2.783371705
2202	2.782644779
2203	2.781542543
2204	2.781252956
2205	2.780575196
2206	2.780539616
2207	2.779559013
2208	2.77842421
2209	2.777146737
2210	2.776220291
2211	2.775947441
2212	2.774940162
2213	2.774048522
2214	2.773229558
2215	2.771946569
2216	2.770673225
2217	2.769627895
2218	2.769012009
2219	2.768081017
2220	2.767864959
2221	2.76741375
2222	2.766861887
2223	2.76676757
2224	2.765572336
2225	2.764504744
2226	2.763048769
2227	2.762076464
2228	2.760852347
2229	2.760524126
2230	2.759897996
2231	2.758653146
2232	2.757601101
2233	2.757296935
2234	2.757223446
2235	2.756059899
2236	2.755429561
2237	2.754144022
2238	2.753747847
2239	2.75239381
2240	2.751279678
2241	2.750851295
2242	2.749686776
2243	2.747815348
2244	2.745642045
2245	2.744343624
2246	2.743411935
2247	2.742384637
2248	2.741923424
2249	2.741253811
2250	2.740768654
2251	2.740615253
2252	2.740395028
2253	2.73897931
2254	2.738962221
2255	2.738167086
2256	2.737526568
2257	2.736475858
2258	2.736008002
2259	2.735375799
2260	2.734946775
2261	2.734378307
2262	2.733793942
2263	2.733520346
2264	2.73311594
2265	2.73222088
2266	2.731682245
2267	2.731240014
2268	2.73110612
2269	2.730481951
2270	2.730294926
2271	2.73004442
2272	2.728903002
2273	2.727952757
2274	2.727926547
2275	2.727744304
2276	2.726943763
2277	2.726623618
2278	2.724997538
2279	2.723589664
2280	2.722667944
2281	2.722176374
2282	2.720869949
2283	2.720058942
2284	2.718244995
2285	2.717095384
2286	2.716472112
2287	2.71494729
2288	2.714068937
2289	2.713459405
2290	2.712647167
2291	2.711524869
2292	2.71065399
2293	2.709963453
2294	2.708863658
2295	2.708408409
2296	2.707034543
2297	2.706266683
2298	2.705485867
2299	2.704958614
2300	2.704451125
2301	2.703082366
2302	2.702447368
2303	2.70088248
2304	2.699869591
2305	2.699286236
2306	2.698674291
2307	2.698074245
2308	2.697086774
2309	2.696035122
2310	2.695742213
2311	2.694650759
2312	2.692844328
2313	2.691756719
2314	2.691400886
2315	2.690237771
2316	2.689878554
2317	2.689404158
2318	2.688516969
2319	2.687354718
2320	2.686684683
2321	2.685821944
2322	2.685062895
2323	2.684126913
2324	2.683190728
2325	2.681952698
2326	2.680625526
2327	2.680180966
2328	2.67965022
2329	2.679080154
2330	2.678397022
2331	2.677663115
2332	2.677399522
2333	2.676808809
2334	2.675890544
2335	2.675029692
2336	2.674415862
2337	2.67423855
2338	2.672753399
2339	2.672614996
2340	2.67224435
2341	2.67158314
2342	2.670662645
2343	2.669712752
2344	2.668943728
2345	2.668087288
2346	2.667852776
2347	2.667154209
2348	2.666037155
2349	2.665295887
2350	2.664445567
2351	2.66418883
2352	2.662934511
2353	2.662103289
2354	2.66175904
2355	2.661171052
2356	2.659968943
2357	2.65920162
2358	2.658457845
2359	2.657597196
2360	2.657111981
2361	2.656065361
2362	2.65588014
2363	2.654573172
2364	2.65345539
2365	2.652826075
2366	2.652651511
2367	2.6509338
2368	2.649916318
2369	2.649160256
2370	2.648057491
2371	2.647014453
2372	2.64649478
2373	2.645710096
2374	2.645116693
2375	2.644477241
2376	2.644037573
2377	2.642658679
2378	2.640859653
2379	2.639845642
2380	2.639286507
2381	2.638268676
2382	2.637520243
2383	2.636405116
2384	2.636218122
2385	2.635664993
2386	2.635279884
2387	2.633550599
2388	2.632842286
2389	2.631852094
2390	2.630837269
2391	2.630436981
2392	2.629472697
2393	2.627865237
2394	2.626679647
2395	2.625798234
2396	2.625142414
2397	2.624055297
2398	2.623888669
2399	2.623531956
2400	2.622527354
2401	2.621892952
2402	2.62082827
2403	2.620246945
2404	2.619071939
2405	2.618158278
2406	2.617940763
2407	2.617671008
2408	2.616749088
2409	2.616064419
2410	2.614719358
2411	2.613995327
2412	2.613372241
2413	2.612966742
2414	2.612427933
2415	2.611684601
2416	2.611062167
2417	2.610573484
2418	2.610398493
2419	2.610021451
2420	2.609387134
2421	2.609197096
2422	2.608874247
2423	2.6068241
2424	2.606547518
2425	2.605766627
2426	2.604575849
2427	2.603775011
2428	2.603431338
2429	2.602316365
2430	2.601722641
2431	2.601314055
2432	2.600839232
2433	2.599881268
2434	2.599399442
2435	2.598553825
2436	2.59773437
2437	2.596921312
2438	2.596186364
2439	2.59540297
2440	2.594483488
2441	2.593289909
2442	2.592537953
2443	2.59237535
2444	2.591133267
2445	2.590996158
2446	2.590070635
2447	2.588999262
2448	2.588216342
2449	2.586900045
2450	2.585534326
2451	2.584929785
2452	2.584544174
2453	2.584212063
2454	2.583856398
2455	2.583641207
2456	2.583353967
2457	2.582278531
2458	2.581469791
2459	2.58070281
2460	2.579902745
2461	2.578994979
2462	2.578857088
2463	2.578006644
2464	2.577128539
2465	2.576498968
2466	2.575857221
2467	2.575270136
2468	2.574614208
2469	2.573162087
2470	2.57223025
2471	2.572008256
2472	2.571034658
2473	2.570031915
2474	2.569143971
2475	2.568184141
2476	2.567392628
2477	2.566021776
2478	2.565613664
2479	2.564410192
2480	2.563869236
2481	2.56284482
2482	2.562257276
2483	2.561484088
2484	2.561069288
2485	2.560643462
2486	2.560457364
2487	2.559764165
2488	2.559044719
2489	2.558484125
2490	2.55721074
2491	2.556473062
2492	2.556204218
2493	2.55600852
2494	2.555156449
2495	2.554150353
2496	2.553510023
2497	2.552581316
2498	2.551662089
2499	2.550752764
