iter	RMSE
844	4.459152514
845	4.456417645
846	4.455115293
847	4.451666524
848	4.450958397
849	4.448800883
850	4.446710307
851	4.444888988
852	4.442973085
853	4.441962
854	4.440983382
855	4.438738547
856	4.437080474
857	4.433621526
858	4.43098372
859	4.428567256
860	4.42565482
861	4.425457583
862	4.42347246
863	4.421902655
864	4.418827578
865	4.417154956
866	4.416963453
867	4.415535601
868	4.414352711
869	4.412276456
870	4.410494498
871	4.407954637
872	4.405530451
873	4.402207819
874	4.398131086
875	4.395760022
876	4.394982598
877	4.393226273
878	4.391723794
879	4.389530447
880	4.38647546
881	4.384785148
882	4.382417779
883	4.381971801
884	4.379811537
885	4.377998701
886	4.376251775
887	4.372464943
888	4.371462992
889	4.369900611
890	4.368005498
891	4.364236619
892	4.362515795
893	4.360640966
894	4.358613297
895	4.357014308
896	4.355798157
897	4.354164747
898	4.351740744
899	4.349848726
900	4.347743626
901	4.346887516
902	4.344582712
903	4.343531537
904	4.34036476
905	4.337068818
906	4.335103593
907	4.332952804
908	4.329813932
909	4.328685368
910	4.325752974
911	4.32502085
912	4.323076653
913	4.321682136
914	4.319418233
915	4.318328411
916	4.316908224
917	4.315861347
918	4.314210965
919	4.311139399
920	4.308692077
921	4.304794847
922	4.302526542
923	4.301224867
924	4.299381214
925	4.296629896
926	4.294700054
927	4.291583282
928	4.290891002
929	4.290050046
930	4.288030091
931	4.286300691
932	4.28399037
933	4.282164696
934	4.279443615
935	4.27842963
936	4.277186116
937	4.274720658
938	4.272769472
939	4.270951548
940	4.269060288
941	4.268315513
942	4.266982227
943	4.263180167
944	4.259874108
945	4.259744256
946	4.257974687
947	4.256478069
948	4.253596595
949	4.252050078
950	4.250780228
951	4.247170498
952	4.245190577
953	4.242622577
954	4.240796567
955	4.238346434
956	4.237132926
957	4.234494361
958	4.233126157
959	4.231725647
960	4.229757383
961	4.227098569
962	4.225257744
963	4.224277358
964	4.222776064
965	4.221301065
966	4.219941101
967	4.218191865
968	4.216628891
969	4.213834942
970	4.212678322
971	4.211572226
972	4.208016397
973	4.206306
974	4.204322013
975	4.200208385
976	4.198825593
977	4.196634669
978	4.19414387
979	4.192168075
980	4.191391216
981	4.190816597
982	4.189784137
983	4.188152318
984	4.186523533
985	4.184785415
986	4.182675824
987	4.179744084
988	4.178118047
989	4.176332377
990	4.174015881
991	4.172755556
992	4.171223334
993	4.169792593
994	4.168479021
995	4.165911688
996	4.164304332
997	4.161509744
998	4.159620844
999	4.157907778
1000	4.155764613
1001	4.153215069
1002	4.151790415
1003	4.149030767
1004	4.147589666
1005	4.145898568
1006	4.143880301
1007	4.1423138
1008	4.140560128
1009	4.139672312
1010	4.138552356
1011	4.137764262
1012	4.136072532
1013	4.133590608
1014	4.131626725
1015	4.130566534
1016	4.128443109
1017	4.127587268
1018	4.12583779
1019	4.122835786
1020	4.120330318
1021	4.118373699
1022	4.11634781
1023	4.114858551
1024	4.11216219
1025	4.111281812
1026	4.109583251
1027	4.109375601
1028	4.107788844
1029	4.105603793
1030	4.10505436
1031	4.103556681
1032	4.102287786
1033	4.100247642
1034	4.098820596
1035	4.097049446
1036	4.09620132
1037	4.095377303
1038	4.093905789
1039	4.092478929
1040	4.090214527
1041	4.088781152
1042	4.087149914
1043	4.085281031
1044	4.083623639
1045	4.081688097
1046	4.07969172
1047	4.077934212
1048	4.075744208
1049	4.074330703
1050	4.072081352
1051	4.070329475
1052	4.069694384
1053	4.0685165
1054	4.068126658
1055	4.065750439
1056	4.065114141
1057	4.063793868
1058	4.062495444
1059	4.0615318
1060	4.060327234
1061	4.059561337
1062	4.057956599
1063	4.056206456
1064	4.054698488
1065	4.053143486
1066	4.052328764
1067	4.050986729
1068	4.049645276
1069	4.047707432
1070	4.046491593
1071	4.045740863
1072	4.044753757
1073	4.044036085
1074	4.04301946
1075	4.041392907
1076	4.039848172
1077	4.038377459
1078	4.035786527
1079	4.033805104
1080	4.031812203
1081	4.02917783
1082	4.027719864
1083	4.025533217
1084	4.02319504
1085	4.021438692
1086	4.019578134
1087	4.018400279
1088	4.01692859
1089	4.015247839
1090	4.014005661
1091	4.01265363
1092	4.011016619
1093	4.008790443
1094	4.006152044
1095	4.003635131
1096	4.002437576
1097	4.000902403
1098	3.999929599
1099	3.997818792
1100	3.996828985
1101	3.996298648
1102	3.99543843
1103	3.994073282
1104	3.992678952
1105	3.990150721
1106	3.989561554
1107	3.988098566
1108	3.98678737
1109	3.985149099
1110	3.983355223
1111	3.981415487
1112	3.978921444
1113	3.976588295
1114	3.974233674
1115	3.973656461
1116	3.972287116
1117	3.971929314
1118	3.9706778
1119	3.969752377
1120	3.969107392
1121	3.967398308
1122	3.963790279
1123	3.96296105
1124	3.961917656
1125	3.961275938
1126	3.958473551
1127	3.956352869
1128	3.955229266
1129	3.953222728
1130	3.952515077
1131	3.951752146
1132	3.949588354
1133	3.948373673
1134	3.946736758
1135	3.94552577
1136	3.943459205
1137	3.941809164
1138	3.940081058
1139	3.939046574
1140	3.938515417
1141	3.936148016
1142	3.934594491
1143	3.933113445
1144	3.930502635
1145	3.928838793
1146	3.92752801
1147	3.926077613
1148	3.924520173
1149	3.922334206
1150	3.92174974
1151	3.920276081
1152	3.918252956
1153	3.917607449
1154	3.916053391
1155	3.914740986
1156	3.913462164
1157	3.912126105
1158	3.910165176
1159	3.907546486
1160	3.905129617
1161	3.903498369
1162	3.901788072
1163	3.900524584
1164	3.899190735
1165	3.897472697
1166	3.89654587
1167	3.894587486
1168	3.89389654
1169	3.891386883
1170	3.890476558
1171	3.889335663
1172	3.888489711
1173	3.88765159
1174	3.886543602
1175	3.88598399
1176	3.88409186
1177	3.882988166
1178	3.880551847
1179	3.878812352
1180	3.8780268
1181	3.876989757
1182	3.87608353
1183	3.874166378
1184	3.872373317
1185	3.870188357
1186	3.869456047
1187	3.868563187
1188	3.868213643
1189	3.868022574
1190	3.866285679
1191	3.864812303
1192	3.863097554
1193	3.861682166
1194	3.859601934
1195	3.858654588
1196	3.855878405
1197	3.854942493
1198	3.854222617
1199	3.852663753
1200	3.85207978
1201	3.849174373
1202	3.848655092
1203	3.847472998
1204	3.844706677
1205	3.844080152
1206	3.843894633
1207	3.842804807
1208	3.840790653
1209	3.838318382
1210	3.837460306
1211	3.83437436
1212	3.833160938
1213	3.831645106
1214	3.831552853
1215	3.831044092
1216	3.829013427
1217	3.827304133
1218	3.826038732
1219	3.825351952
1220	3.823622134
1221	3.821934798
1222	3.820666788
1223	3.819825399
1224	3.817859631
1225	3.816546417
1226	3.815552313
1227	3.81321747
1228	3.812272018
1229	3.810135787
1230	3.809456859
1231	3.807473109
1232	3.806252828
1233	3.804071967
1234	3.80279673
1235	3.801578242
1236	3.799937953
1237	3.798562132
1238	3.797029444
1239	3.795365881
1240	3.793660838
1241	3.791323689
1242	3.790872315
1243	3.790768532
1244	3.7889958
1245	3.788084549
1246	3.786168724
1247	3.785926078
1248	3.784552391
1249	3.783106565
1250	3.782104205
1251	3.780073745
1252	3.779258388
1253	3.77915863
1254	3.778671401
1255	3.776088563
1256	3.774932229
1257	3.774398948
1258	3.773403086
1259	3.771449848
1260	3.769207476
1261	3.768545747
1262	3.765995921
1263	3.764868733
1264	3.763201838
1265	3.76156562
1266	3.760369436
1267	3.759394002
1268	3.757950431
1269	3.757325923
1270	3.75531536
1271	3.754329223
1272	3.753837573
1273	3.752799984
1274	3.750263298
1275	3.748585359
1276	3.74704088
1277	3.746356642
1278	3.745031298
1279	3.743209423
1280	3.742044561
1281	3.741960748
1282	3.739649582
1283	3.738719207
1284	3.735978729
1285	3.734540679
1286	3.733472583
1287	3.732118487
1288	3.731242712
1289	3.72963
1290	3.727090111
1291	3.726028908
1292	3.724735409
1293	3.723448489
1294	3.721766276
1295	3.720761325
1296	3.719802746
1297	3.718647383
1298	3.717577658
1299	3.716127836
1300	3.714521846
1301	3.713301437
1302	3.712195437
1303	3.710955503
1304	3.710141824
1305	3.709414401
1306	3.707927698
1307	3.706546309
1308	3.7051415
1309	3.703604222
1310	3.702283871
1311	3.70040726
1312	3.700036743
1313	3.698423063
1314	3.696507628
1315	3.696059628
1316	3.695148578
1317	3.694731425
1318	3.692705933
1319	3.691809181
1320	3.689738162
1321	3.6886401
1322	3.686617554
1323	3.684361444
1324	3.682411834
1325	3.680833978
1326	3.679624968
1327	3.678106201
1328	3.6771909
1329	3.676005769
1330	3.674462396
1331	3.673651272
1332	3.672063323
1333	3.670596585
1334	3.668913871
1335	3.66734063
1336	3.665552618
1337	3.6648986
1338	3.663954718
1339	3.662243168
1340	3.661046112
1341	3.659829789
1342	3.658251573
1343	3.656547779
1344	3.655345464
1345	3.653591028
1346	3.652499526
1347	3.650321173
1348	3.649018141
1349	3.647824369
1350	3.646413403
1351	3.645986444
1352	3.644072687
1353	3.642553587
1354	3.641141543
1355	3.639713871
1356	3.638263957
1357	3.636766883
1358	3.635960112
1359	3.635879604
1360	3.633700105
1361	3.631974129
1362	3.63181189
1363	3.629461874
1364	3.627876823
1365	3.626445232
1366	3.623532778
1367	3.622372724
1368	3.620891003
1369	3.619348317
1370	3.618378299
1371	3.617708434
1372	3.617326902
1373	3.616342514
1374	3.614440394
1375	3.612794208
1376	3.611628422
1377	3.608986836
1378	3.608900585
1379	3.607646939
1380	3.606001934
1381	3.605893806
1382	3.604386766
1383	3.60286229
1384	3.600895243
1385	3.599800116
1386	3.599311886
1387	3.596753321
1388	3.596028402
1389	3.595202109
1390	3.593885111
1391	3.59101401
1392	3.590148179
1393	3.586804024
1394	3.585755874
1395	3.584667171
1396	3.583441427
1397	3.58162375
1398	3.580676712
1399	3.578683878
1400	3.577528905
1401	3.576073307
1402	3.574805751
1403	3.573269154
1404	3.571005806
1405	3.569330728
1406	3.567345028
1407	3.565377055
1408	3.563532411
1409	3.5614111
1410	3.559743453
1411	3.558716937
1412	3.557306504
1413	3.556570965
1414	3.555491678
1415	3.553620089
1416	3.553133616
1417	3.552274977
1418	3.55201961
1419	3.549533313
1420	3.548445856
1421	3.547718696
1422	3.546396914
1423	3.544573666
1424	3.542878459
1425	3.542198849
1426	3.54087239
1427	3.538889744
1428	3.538374909
1429	3.537141868
1430	3.535978148
1431	3.534001459
1432	3.532061353
1433	3.530155991
1434	3.528336961
1435	3.527457552
1436	3.526411909
1437	3.525473051
1438	3.523771572
1439	3.522521932
1440	3.520279115
1441	3.519756852
1442	3.519683368
1443	3.519258772
1444	3.518246354
1445	3.516569771
1446	3.51557496
1447	3.514837665
1448	3.51336916
1449	3.512354002
1450	3.511307161
1451	3.509562729
1452	3.508060482
1453	3.5079815
1454	3.507025178
1455	3.505906247
1456	3.504227031
1457	3.50317795
1458	3.502226902
1459	3.501497848
1460	3.500564581
1461	3.499461713
1462	3.497867357
1463	3.496633242
1464	3.494863154
1465	3.492059855
1466	3.489995479
1467	3.489805509
1468	3.48896782
1469	3.487255687
1470	3.486148099
1471	3.485307952
1472	3.482790155
1473	3.482714554
1474	3.48123705
1475	3.480139416
1476	3.478950077
1477	3.477970497
1478	3.475946491
1479	3.474522493
1480	3.472203568
1481	3.471232617
1482	3.469684053
1483	3.467523189
1484	3.46619464
1485	3.464825522
1486	3.462865376
1487	3.461842118
1488	3.460752145
1489	3.459390799
1490	3.458486419
1491	3.457194069
1492	3.456755977
1493	3.45450525
1494	3.453572897
1495	3.452386883
1496	3.451039164
1497	3.44863179
1498	3.448091817
1499	3.447330914
1500	3.445889896
1501	3.443870545
1502	3.442820371
1503	3.441490918
1504	3.4400385
1505	3.438924964
1506	3.437970426
1507	3.437877518
1508	3.437804942
1509	3.436853358
1510	3.435065382
1511	3.433834264
1512	3.433176449
1513	3.432327096
1514	3.431052088
1515	3.429808353
1516	3.428199494
1517	3.426682116
1518	3.425105396
1519	3.423454688
1520	3.422544497
1521	3.421785304
1522	3.420908648
1523	3.42018974
1524	3.419366105
1525	3.419274213
1526	3.418133659
1527	3.417149731
1528	3.41707904
1529	3.416497158
1530	3.41502902
1531	3.414250344
1532	3.413080146
1533	3.412239718
1534	3.410833934
1535	3.410348429
1536	3.408173771
1537	3.407596382
1538	3.406372867
1539	3.40534898
1540	3.404833931
1541	3.403152303
1542	3.401677337
1543	3.400509215
1544	3.398555341
1545	3.39790967
1546	3.396257621
1547	3.394319485
1548	3.393019666
1549	3.392950246
1550	3.391955864
1551	3.390943245
1552	3.390067353
1553	3.388782033
1554	3.387914822
1555	3.386233724
1556	3.384323221
1557	3.38359848
1558	3.38239112
1559	3.381248702
1560	3.380169362
1561	3.379335449
1562	3.37865633
1563	3.37756158
1564	3.376959382
1565	3.375828697
1566	3.374997393
1567	3.374824703
1568	3.374211883
1569	3.373777307
1570	3.372971316
1571	3.371710363
1572	3.370440005
1573	3.368996764
1574	3.366842021
1575	3.365183196
1576	3.363451472
1577	3.362210715
1578	3.360729224
1579	3.358928789
1580	3.358501083
1581	3.357137918
1582	3.355285049
1583	3.353046131
1584	3.351737715
1585	3.350457032
1586	3.349112347
1587	3.349041124
1588	3.347904158
1589	3.34730632
1590	3.346823599
1591	3.345442243
1592	3.345372505
1593	3.344433981
1594	3.343197056
1595	3.341937151
1596	3.340678287
1597	3.34061818
1598	3.339381123
1599	3.338548456
1600	3.337429663
1601	3.335789638
1602	3.334365792
1603	3.332819855
1604	3.332299243
1605	3.331578722
1606	3.331101659
1607	3.329926283
1608	3.32780363
1609	3.326931612
1610	3.325181062
1611	3.323957703
1612	3.323099033
1613	3.32230201
1614	3.320721044
1615	3.318546413
1616	3.317474994
1617	3.316110869
1618	3.315138146
1619	3.313215264
1620	3.310732445
1621	3.309931028
1622	3.309085496
1623	3.308077157
1624	3.307012682
1625	3.305896073
1626	3.305833464
1627	3.303818825
1628	3.302788915
1629	3.300762323
1630	3.30069354
1631	3.298343124
1632	3.297473407
1633	3.296826098
1634	3.294367268
1635	3.294216135
1636	3.292859235
1637	3.292384884
1638	3.291722478
1639	3.291214752
1640	3.29059394
1641	3.289661639
1642	3.288467323
1643	3.287339752
1644	3.28686546
1645	3.286496967
1646	3.285238675
1647	3.284886771
1648	3.28353627
1649	3.282525873
1650	3.281478657
1651	3.280345506
1652	3.278224228
1653	3.277607558
1654	3.276434765
1655	3.275342339
1656	3.274748986
1657	3.274340136
1658	3.273147459
1659	3.27177124
1660	3.270938446
1661	3.268980115
1662	3.2668431
1663	3.265779415
1664	3.265706503
